time,x,y
80.1,-1.997537067,-0.1457230764
80.2,-2.001548169,0.06041598624
80.3,-1.986425793,0.2374600748
80.4,-1.954900413,0.3891994919
80.5,-1.90927812,0.5201713841
80.6,-1.85140645,0.6349208893
80.7,-1.782694975,0.7376223263
80.8,-1.704160971,0.8319367777
80.9,-1.616481963,0.921003663
81,-1.520045723,1.007492702
81.1,-1.414993323,1.093673117
81.2,-1.301256677,1.181471585
81.3,-1.178590763,1.272502349
81.4,-1.046605336,1.368047587
81.5,-0.904800979,1.468987075
81.6,-0.7526166331,1.575635154
81.7,-0.5894991617,1.687484207
81.8,-0.4150017567,1.802824344
81.9,-0.2289291469,1.918240688
82,-0.03153689321,2.028057536
82.1,0.1762184059,2.123864537
82.2,0.3923966043,2.194423275
82.3,0.6138166356,2.226374528
82.4,0.8359282435,2.206116702
82.5,1.052934234,2.12290231
82.6,1.258256257,1.972424174
82.7,1.445324058,1.759410767
82.8,1.608507478,1.497682635
82.9,1.743900885,1.207208271
83,1.849706344,0.9093363646
83.1,1.92613593,0.6222943043
83.2,1.974949357,0.3585639226
83.3,1.998842058,0.124463762
83.4,2.000875626,-0.07874121604
83.5,1.984055426,-0.2531555196
83.6,1.951074658,-0.4026860553
83.7,1.904195474,-0.5318961754
83.8,1.845221607,-0.6453070837
83.9,1.775522504,-0.7470469066
84,1.696080362,-0.8407254721
84.1,1.60754261,-0.9294335512
84.2,1.510271219,-1.015799555
84.3,1.40438589,-1.102057361
84.4,1.289799711,-1.190103075
84.5,1.166252535,-1.281518959
84.6,1.033341572,-1.377555213
84.7,0.8905589968,-1.47904253
84.8,0.7373420804,-1.586231437
84.9,0.5731416031,-1.69851626
85,0.3975285836,-1.814043721
85.1,0.2103424571,-1.929207572
85.2,0.01189375217,-2.03808383
85.3,-0.1967784512,-2.131983918
85.4,-0.4136233934,-2.199419299
85.5,-0.6353305394,-2.226901056
85.6,-0.857218975,-2.200953223
85.7,-1.073389822,-2.111297102
85.8,-1.277226923,-1.9544157
85.9,-1.462210255,-1.73596282
86,-1.622846894,-1.47052556
86.1,-1.755425777,-1.178425025
86.2,-1.858354651,-0.8808830575
86.3,-1.932019478,-0.5956500479
86.4,-1.978297685,-0.3345989617
86.5,-1.999943048,-0.1034956422
86.6,-2.000027393,0.09679635944
86.7,-1.981534568,0.2686182453
86.8,-1.947119563,0.4159829326
86.9,-1.89900031,0.5434737602
87,-1.838936993,0.6555847321
87.1,-1.768259421,0.7563967421
87.2,-1.687915108,0.8494679282
87.3,-1.598521843,0.9378419417
87.4,-1.500416621,1.024105778
87.5,-1.393697338,1.110458636
87.6,-1.278259264,1.198765303
87.7,-1.153826765,1.290579782
87.8,-1.019985628,1.387113461
87.9,-0.8762201251,1.489152763
88,-0.7219645018,1.596876676
88.1,-0.556677331,1.709578733
88.2,-0.3799475985,1.825261986
88.3,-0.1916497555,1.940118194
88.4,0.007846100061,2.047973293
88.5,0.2174156038,2.13985981
88.6,0.4348964837,2.204041183
88.7,0.6568471465,2.226924918
88.8,0.878457029,2.195188739
88.9,1.093730422,2.099056548
89,1.296021075,1.935825215
89.1,1.478867987,1.712072579
89.2,1.636922774,1.443118912
89.3,1.766672348,1.149593181
89.4,1.866728719,0.8525489652
89.5,1.937646882,0.5692360435
89.6,1.981415953,0.3109171858
89.7,2.000842884,0.08281733549
89.8,1.999006015,-0.1145845113
89.9,1.97886544,-0.28385235
90,1.943036889,-0.4290945101
90.1,1.89369397,-0.5549082027
90.2,1.832553575,-0.6657573699
90.3,1.760906296,-0.765674638
90.4,1.679665565,-0.8581671181
90.5,1.589420029,-0.9462309353
90.6,1.490481629,-1.032412991
90.7,1.382927559,-1.118878272
90.8,1.26663494,-1.207461703
90.9,1.141313511,-1.299684215
91,1.006537152,-1.396724285
91.1,0.8617827691,-1.499315931
91.2,0.7064842252,-1.607568819
91.3,0.5401060628,-1.720671598
91.4,0.3622576313,-1.836474022
91.5,0.1728521779,-1.950965482
91.6,-0.02768029892,-2.057715123
91.7,-0.2381277254,-2.147476392
91.8,-0.4562125291,-2.208278334
91.9,-0.678361468,-2.226437371
92,-0.8996363269,-2.188818227
92.1,-1.113949454,-2.086182476
92.2,-1.314632518,-1.916662899
92.3,-1.495292578,-1.687755691
92.4,-1.650732658,-1.415483014
92.5,-1.777640145,-1.120732393
92.6,-1.874829534,-0.8243482815
92.7,-1.943020038,-0.5430605698
92.8,-1.9843067,-0.2875214302
92.9,-2.001544325,-0.06242810838
93,-1.997814025,0.1321088898
93.1,-1.976050192,0.2988617289
93.2,-1.938828416,0.4420247533
93.3,-1.888277831,0.5662032276
93.4,-1.826072366,0.6758283244
93.5,-1.753463912,0.7748837218
93.6,-1.671332211,0.8668250969
93.7,-1.580237139,0.9546026095
93.8,-1.480466479,1.04072321
93.9,-1.372076321,1.127318078
94,-1.254926392,1.216190949
94.1,-1.128711764,1.308834763
94.2,-0.9929954343,1.406385954
94.3,-0.8472473479,1.509533493
94.4,-0.6909001599,1.618307516
94.5,-0.5234275891,1.731790403
94.6,-0.3444599323,1.84767608
94.7,-0.1539498831,1.96174286
94.8,0.04760814092,2.067301528
94.9,0.2589119687,2.154825559
95,0.477567463,2.212116564
95.1,0.6998685881,2.225425411
95.2,0.9207512433,2.181834582
95.3,1.13404128,2.072676435
95.4,1.333056407,1.896939313
95.5,1.511480464,1.663030474
95.6,1.664274593,1.387637235
95.7,1.788329112,1.091859256
95.8,1.882658733,0.7962932105
95.9,1.948141702,0.517129848
96,1.986972934,0.2644132854
96.1,2.002050225,0.04232620036
96.2,1.996454073,-0.1493728313
96.3,1.97309108,-0.3136507175
96.4,1.934495942,-0.4547780116
96.5,1.882753291,-0.5773628094
96.6,1.819494403,-0.6858010558
96.7,1.745932902,-0.7840266934
96.8,1.662915452,-0.8754447486
96.9,1.570973609,-0.9629590989
97,1.470370977,-1.049038053
97.1,1.361143576,-1.135779263
97.2,1.243133331,-1.224956919
97.3,1.116021913,-1.318030955
97.4,0.979360248,-1.416102439
97.5,0.8326129664,-1.519802989
97.6,0.6752123919,-1.62909182
97.7,0.5066411531,-1.742933172
97.8,0.3265538341,-1.858862305
97.9,0.1349444119,-1.972442858
98,-0.06762789908,-2.076720641
98.1,-0.2797662007,-2.161893793
98.2,-0.4989575333,-2.215544902
98.3,-0.7213633042,-2.223879933
98.4,-0.941795568,-2.174233242
98.5,-1.153999309,-2.058541279
98.6,-1.351286746,-1.876665329
98.7,-1.527427341,-1.637913478
98.8,-1.677546407,-1.359601361
98.9,-1.798738994,-1.062992065
99,-1.890217426,-0.768396474
99.1,-1.953013739,-0.491450841
99.2,-1.989417103,-0.2415947122
99.3,-2.002363157,-0.022510211
99.4,-1.994928435,0.1663798306
99.5,-1.96999,0.3282232793
99.6,-1.930040981,0.4673582539
99.7,-1.87712147,0.588390623
99.8,-1.812820459,0.6956788446
99.9,-1.738313796,0.7931064864
100,-1.654415436,0.8840280881
