"time","temp","dtemp/dtime","state"
4709,21.06,-2.106,No heating
4710,18.954,-1.8954000000000002,Heating
4711,17.058600000000002,8.941399999999998,Heating
4712,26.0,0.0,No heating
4713,26.0,-2.6,No heating
4714,23.4,-2.34,No heating
4715,21.06,-2.106,No heating
4716,18.954,-1.8954000000000002,Heating
4717,17.058600000000002,8.941399999999998,Heating
4718,26.0,0.0,No heating
4719,26.0,-2.6,No heating
4720,23.4,-2.34,No heating
4721,21.06,-2.106,No heating
4722,18.954,-1.8954000000000002,Heating
4723,17.058600000000002,8.941399999999998,Heating
4724,26.0,0.0,No heating
4725,26.0,-2.6,No heating
4726,23.4,-2.34,No heating
4727,21.06,-2.106,No heating
4728,18.954,-1.8954000000000002,Heating
4729,17.058600000000002,8.941399999999998,Heating
4730,26.0,0.0,No heating
4731,26.0,-2.6,No heating
4732,23.4,-2.34,No heating
4733,21.06,-2.106,No heating
4734,18.954,-1.8954000000000002,Heating
4735,17.058600000000002,8.941399999999998,Heating
4736,26.0,0.0,No heating
4737,26.0,-2.6,No heating
4738,23.4,-2.34,No heating
4739,21.06,-2.106,No heating
4740,18.954,-1.8954000000000002,Heating
4741,17.058600000000002,8.941399999999998,Heating
4742,26.0,0.0,No heating
4743,26.0,-2.6,No heating
4744,23.4,-2.34,No heating
4745,21.06,-2.106,No heating
4746,18.954,-1.8954000000000002,Heating
4747,17.058600000000002,8.941399999999998,Heating
4748,26.0,0.0,No heating
4749,26.0,-2.6,No heating
4750,23.4,-2.34,No heating
4751,21.06,-2.106,No heating
4752,18.954,-1.8954000000000002,Heating
4753,17.058600000000002,8.941399999999998,Heating
4754,26.0,0.0,No heating
4755,26.0,-2.6,No heating
4756,23.4,-2.34,No heating
4757,21.06,-2.106,No heating
4758,18.954,-1.8954000000000002,Heating
4759,17.058600000000002,8.941399999999998,Heating
4760,26.0,0.0,No heating
4761,26.0,-2.6,No heating
4762,23.4,-2.34,No heating
4763,21.06,-2.106,No heating
4764,18.954,-1.8954000000000002,Heating
4765,17.058600000000002,8.941399999999998,Heating
4766,26.0,0.0,No heating
4767,26.0,-2.6,No heating
4768,23.4,-2.34,No heating
4769,21.06,-2.106,No heating
4770,18.954,-1.8954000000000002,Heating
4771,17.058600000000002,8.941399999999998,Heating
4772,26.0,0.0,No heating
4773,26.0,-2.6,No heating
4774,23.4,-2.34,No heating
4775,21.06,-2.106,No heating
4776,18.954,-1.8954000000000002,Heating
4777,17.058600000000002,8.941399999999998,Heating
4778,26.0,0.0,No heating
4779,26.0,-2.6,No heating
4780,23.4,-2.34,No heating
4781,21.06,-2.106,No heating
4782,18.954,-1.8954000000000002,Heating
4783,17.058600000000002,8.941399999999998,Heating
4784,26.0,0.0,No heating
4785,26.0,-2.6,No heating
4786,23.4,-2.34,No heating
4787,21.06,-2.106,No heating
4788,18.954,-1.8954000000000002,Heating
4789,17.058600000000002,8.941399999999998,Heating
4790,26.0,0.0,No heating
4791,26.0,-2.6,No heating
4792,23.4,-2.34,No heating
4793,21.06,-2.106,No heating
4794,18.954,-1.8954000000000002,Heating
4795,17.058600000000002,8.941399999999998,Heating
4796,26.0,0.0,No heating
4797,26.0,-2.6,No heating
4798,23.4,-2.34,No heating
4799,21.06,-2.106,No heating
4800,18.954,-1.8954000000000002,Heating
4801,17.058600000000002,8.941399999999998,Heating
4802,26.0,0.0,No heating
4803,26.0,-2.6,No heating
4804,23.4,-2.34,No heating
4805,21.06,-2.106,No heating
4806,18.954,-1.8954000000000002,Heating
4807,17.058600000000002,8.941399999999998,Heating
4808,26.0,0.0,No heating
4809,26.0,-2.6,No heating
4810,23.4,-2.34,No heating
4811,21.06,-2.106,No heating
4812,18.954,-1.8954000000000002,Heating
4813,17.058600000000002,8.941399999999998,Heating
4814,26.0,0.0,No heating
4815,26.0,-2.6,No heating
4816,23.4,-2.34,No heating
4817,21.06,-2.106,No heating
4818,18.954,-1.8954000000000002,Heating
4819,17.058600000000002,8.941399999999998,Heating
4820,26.0,0.0,No heating
4821,26.0,-2.6,No heating
4822,23.4,-2.34,No heating
4823,21.06,-2.106,No heating
4824,18.954,-1.8954000000000002,Heating
4825,17.058600000000002,8.941399999999998,Heating
4826,26.0,0.0,No heating
4827,26.0,-2.6,No heating
4828,23.4,-2.34,No heating
4829,21.06,-2.106,No heating
4830,18.954,-1.8954000000000002,Heating
4831,17.058600000000002,8.941399999999998,Heating
4832,26.0,0.0,No heating
4833,26.0,-2.6,No heating
4834,23.4,-2.34,No heating
4835,21.06,-2.106,No heating
4836,18.954,-1.8954000000000002,Heating
4837,17.058600000000002,8.941399999999998,Heating
4838,26.0,0.0,No heating
4839,26.0,-2.6,No heating
4840,23.4,-2.34,No heating
4841,21.06,-2.106,No heating
4842,18.954,-1.8954000000000002,Heating
4843,17.058600000000002,8.941399999999998,Heating
4844,26.0,0.0,No heating
4845,26.0,-2.6,No heating
4846,23.4,-2.34,No heating
4847,21.06,-2.106,No heating
4848,18.954,-1.8954000000000002,Heating
4849,17.058600000000002,8.941399999999998,Heating
4850,26.0,0.0,No heating
4851,26.0,-2.6,No heating
4852,23.4,-2.34,No heating
4853,21.06,-2.106,No heating
4854,18.954,-1.8954000000000002,Heating
4855,17.058600000000002,8.941399999999998,Heating
4856,26.0,0.0,No heating
4857,26.0,-2.6,No heating
4858,23.4,-2.34,No heating
4859,21.06,-2.106,No heating
4860,18.954,-1.8954000000000002,Heating
4861,17.058600000000002,8.941399999999998,Heating
4862,26.0,0.0,No heating
4863,26.0,-2.6,No heating
4864,23.4,-2.34,No heating
4865,21.06,-2.106,No heating
4866,18.954,-1.8954000000000002,Heating
4867,17.058600000000002,8.941399999999998,Heating
4868,26.0,0.0,No heating
4869,26.0,-2.6,No heating
4870,23.4,-2.34,No heating
4871,21.06,-2.106,No heating
4872,18.954,-1.8954000000000002,Heating
4873,17.058600000000002,8.941399999999998,Heating
4874,26.0,0.0,No heating
4875,26.0,-2.6,No heating
4876,23.4,-2.34,No heating
4877,21.06,-2.106,No heating
4878,18.954,-1.8954000000000002,Heating
4879,17.058600000000002,8.941399999999998,Heating
4880,26.0,0.0,No heating
4881,26.0,-2.6,No heating
4882,23.4,-2.34,No heating
4883,21.06,-2.106,No heating
4884,18.954,-1.8954000000000002,Heating
4885,17.058600000000002,8.941399999999998,Heating
4886,26.0,0.0,No heating
4887,26.0,-2.6,No heating
4888,23.4,-2.34,No heating
4889,21.06,-2.106,No heating
4890,18.954,-1.8954000000000002,Heating
4891,17.058600000000002,8.941399999999998,Heating
4892,26.0,0.0,No heating
4893,26.0,-2.6,No heating
4894,23.4,-2.34,No heating
4895,21.06,-2.106,No heating
4896,18.954,-1.8954000000000002,Heating
4897,17.058600000000002,8.941399999999998,Heating
4898,26.0,0.0,No heating
4899,26.0,-2.6,No heating
4900,23.4,-2.34,No heating
4901,21.06,-2.106,No heating
4902,18.954,-1.8954000000000002,Heating
4903,17.058600000000002,8.941399999999998,Heating
4904,26.0,0.0,No heating
4905,26.0,-2.6,No heating
4906,23.4,-2.34,No heating
4907,21.06,-2.106,No heating
4908,18.954,-1.8954000000000002,Heating
4909,17.058600000000002,8.941399999999998,Heating
4910,26.0,0.0,No heating
4911,26.0,-2.6,No heating
4912,23.4,-2.34,No heating
4913,21.06,-2.106,No heating
4914,18.954,-1.8954000000000002,Heating
4915,17.058600000000002,8.941399999999998,Heating
4916,26.0,0.0,No heating
4917,26.0,-2.6,No heating
4918,23.4,-2.34,No heating
4919,21.06,-2.106,No heating
4920,18.954,-1.8954000000000002,Heating
4921,17.058600000000002,8.941399999999998,Heating
4922,26.0,0.0,No heating
4923,26.0,-2.6,No heating
4924,23.4,-2.34,No heating
4925,21.06,-2.106,No heating
4926,18.954,-1.8954000000000002,Heating
4927,17.058600000000002,8.941399999999998,Heating
4928,26.0,0.0,No heating
4929,26.0,-2.6,No heating
4930,23.4,-2.34,No heating
4931,21.06,-2.106,No heating
4932,18.954,-1.8954000000000002,Heating
4933,17.058600000000002,8.941399999999998,Heating
4934,26.0,0.0,No heating
4935,26.0,-2.6,No heating
4936,23.4,-2.34,No heating
4937,21.06,-2.106,No heating
4938,18.954,-1.8954000000000002,Heating
4939,17.058600000000002,8.941399999999998,Heating
4940,26.0,0.0,No heating
4941,26.0,-2.6,No heating
4942,23.4,-2.34,No heating
4943,21.06,-2.106,No heating
4944,18.954,-1.8954000000000002,Heating
4945,17.058600000000002,8.941399999999998,Heating
4946,26.0,0.0,No heating
4947,26.0,-2.6,No heating
4948,23.4,-2.34,No heating
4949,21.06,-2.106,No heating
4950,18.954,-1.8954000000000002,Heating
4951,17.058600000000002,8.941399999999998,Heating
4952,26.0,0.0,No heating
4953,26.0,-2.6,No heating
4954,23.4,-2.34,No heating
4955,21.06,-2.106,No heating
4956,18.954,-1.8954000000000002,Heating
4957,17.058600000000002,8.941399999999998,Heating
4958,26.0,0.0,No heating
4959,26.0,-2.6,No heating
4960,23.4,-2.34,No heating
4961,21.06,-2.106,No heating
4962,18.954,-1.8954000000000002,Heating
4963,17.058600000000002,8.941399999999998,Heating
4964,26.0,0.0,No heating
4965,26.0,-2.6,No heating
4966,23.4,-2.34,No heating
4967,21.06,-2.106,No heating
4968,18.954,-1.8954000000000002,Heating
4969,17.058600000000002,8.941399999999998,Heating
4970,26.0,0.0,No heating
4971,26.0,-2.6,No heating
4972,23.4,-2.34,No heating
4973,21.06,-2.106,No heating
4974,18.954,-1.8954000000000002,Heating
4975,17.058600000000002,8.941399999999998,Heating
4976,26.0,0.0,No heating
4977,26.0,-2.6,No heating
4978,23.4,-2.34,No heating
4979,21.06,-2.106,No heating
4980,18.954,-1.8954000000000002,Heating
4981,17.058600000000002,8.941399999999998,Heating
4982,26.0,0.0,No heating
4983,26.0,-2.6,No heating
4984,23.4,-2.34,No heating
4985,21.06,-2.106,No heating
4986,18.954,-1.8954000000000002,Heating
4987,17.058600000000002,8.941399999999998,Heating
4988,26.0,0.0,No heating
4989,26.0,-2.6,No heating
4990,23.4,-2.34,No heating
4991,21.06,-2.106,No heating
4992,18.954,-1.8954000000000002,Heating
4993,17.058600000000002,8.941399999999998,Heating
4994,26.0,0.0,No heating
4995,26.0,-2.6,No heating
4996,23.4,-2.34,No heating
4997,21.06,-2.106,No heating
4998,18.954,-1.8954000000000002,Heating
4999,17.058600000000002,8.941399999999998,Heating
5000,26.0,0.0,No heating
5001,26.0,-2.6,No heating
5002,23.4,-2.34,No heating
5003,21.06,-2.106,No heating
5004,18.954,-1.8954000000000002,Heating
5005,17.058600000000002,8.941399999999998,Heating
5006,26.0,0.0,No heating
5007,26.0,-2.6,No heating
5008,23.4,-2.34,No heating
5009,21.06,-2.106,No heating
5010,18.954,-1.8954000000000002,Heating
5011,17.058600000000002,8.941399999999998,Heating
5012,26.0,0.0,No heating
5013,26.0,-2.6,No heating
5014,23.4,-2.34,No heating
5015,21.06,-2.106,No heating
5016,18.954,-1.8954000000000002,Heating
5017,17.058600000000002,8.941399999999998,Heating
5018,26.0,0.0,No heating
5019,26.0,-2.6,No heating
5020,23.4,-2.34,No heating
5021,21.06,-2.106,No heating
5022,18.954,-1.8954000000000002,Heating
5023,17.058600000000002,8.941399999999998,Heating
5024,26.0,0.0,No heating
5025,26.0,-2.6,No heating
5026,23.4,-2.34,No heating
5027,21.06,-2.106,No heating
5028,18.954,-1.8954000000000002,Heating
5029,17.058600000000002,8.941399999999998,Heating
5030,26.0,0.0,No heating
5031,26.0,-2.6,No heating
5032,23.4,-2.34,No heating
5033,21.06,-2.106,No heating
5034,18.954,-1.8954000000000002,Heating
5035,17.058600000000002,8.941399999999998,Heating
5036,26.0,0.0,No heating
5037,26.0,-2.6,No heating
5038,23.4,-2.34,No heating
5039,21.06,-2.106,No heating
5040,18.954,-1.8954000000000002,Heating
5041,17.058600000000002,8.941399999999998,Heating
5042,26.0,0.0,No heating
5043,26.0,-2.6,No heating
5044,23.4,-2.34,No heating
5045,21.06,-2.106,No heating
5046,18.954,-1.8954000000000002,Heating
5047,17.058600000000002,8.941399999999998,Heating
5048,26.0,0.0,No heating
5049,26.0,-2.6,No heating
5050,23.4,-2.34,No heating
5051,21.06,-2.106,No heating
5052,18.954,-1.8954000000000002,Heating
5053,17.058600000000002,8.941399999999998,Heating
5054,26.0,0.0,No heating
5055,26.0,-2.6,No heating
5056,23.4,-2.34,No heating
5057,21.06,-2.106,No heating
5058,18.954,-1.8954000000000002,Heating
5059,17.058600000000002,8.941399999999998,Heating
5060,26.0,0.0,No heating
5061,26.0,-2.6,No heating
5062,23.4,-2.34,No heating
5063,21.06,-2.106,No heating
5064,18.954,-1.8954000000000002,Heating
5065,17.058600000000002,8.941399999999998,Heating
5066,26.0,0.0,No heating
5067,26.0,-2.6,No heating
5068,23.4,-2.34,No heating
5069,21.06,-2.106,No heating
5070,18.954,-1.8954000000000002,Heating
5071,17.058600000000002,8.941399999999998,Heating
5072,26.0,0.0,No heating
5073,26.0,-2.6,No heating
5074,23.4,-2.34,No heating
5075,21.06,-2.106,No heating
5076,18.954,-1.8954000000000002,Heating
5077,17.058600000000002,8.941399999999998,Heating
5078,26.0,0.0,No heating
5079,26.0,-2.6,No heating
5080,23.4,-2.34,No heating
5081,21.06,-2.106,No heating
5082,18.954,-1.8954000000000002,Heating
5083,17.058600000000002,8.941399999999998,Heating
5084,26.0,0.0,No heating
5085,26.0,-2.6,No heating
5086,23.4,-2.34,No heating
5087,21.06,-2.106,No heating
5088,18.954,-1.8954000000000002,Heating
5089,17.058600000000002,8.941399999999998,Heating
5090,26.0,0.0,No heating
5091,26.0,-2.6,No heating
5092,23.4,-2.34,No heating
5093,21.06,-2.106,No heating
5094,18.954,-1.8954000000000002,Heating
5095,17.058600000000002,8.941399999999998,Heating
5096,26.0,0.0,No heating
5097,26.0,-2.6,No heating
5098,23.4,-2.34,No heating
5099,21.06,-2.106,No heating
5100,18.954,-1.8954000000000002,Heating
5101,17.058600000000002,8.941399999999998,Heating
5102,26.0,0.0,No heating
5103,26.0,-2.6,No heating
5104,23.4,-2.34,No heating
5105,21.06,-2.106,No heating
5106,18.954,-1.8954000000000002,Heating
5107,17.058600000000002,8.941399999999998,Heating
5108,26.0,0.0,No heating
5109,26.0,-2.6,No heating
5110,23.4,-2.34,No heating
5111,21.06,-2.106,No heating
5112,18.954,-1.8954000000000002,Heating
5113,17.058600000000002,8.941399999999998,Heating
5114,26.0,0.0,No heating
5115,26.0,-2.6,No heating
5116,23.4,-2.34,No heating
5117,21.06,-2.106,No heating
5118,18.954,-1.8954000000000002,Heating
5119,17.058600000000002,8.941399999999998,Heating
5120,26.0,0.0,No heating
5121,26.0,-2.6,No heating
5122,23.4,-2.34,No heating
5123,21.06,-2.106,No heating
5124,18.954,-1.8954000000000002,Heating
5125,17.058600000000002,8.941399999999998,Heating
5126,26.0,0.0,No heating
5127,26.0,-2.6,No heating
5128,23.4,-2.34,No heating
5129,21.06,-2.106,No heating
5130,18.954,-1.8954000000000002,Heating
5131,17.058600000000002,8.941399999999998,Heating
5132,26.0,0.0,No heating
5133,26.0,-2.6,No heating
5134,23.4,-2.34,No heating
5135,21.06,-2.106,No heating
5136,18.954,-1.8954000000000002,Heating
5137,17.058600000000002,8.941399999999998,Heating
5138,26.0,0.0,No heating
5139,26.0,-2.6,No heating
5140,23.4,-2.34,No heating
5141,21.06,-2.106,No heating
5142,18.954,-1.8954000000000002,Heating
5143,17.058600000000002,8.941399999999998,Heating
5144,26.0,0.0,No heating
5145,26.0,-2.6,No heating
5146,23.4,-2.34,No heating
5147,21.06,-2.106,No heating
5148,18.954,-1.8954000000000002,Heating
5149,17.058600000000002,8.941399999999998,Heating
5150,26.0,0.0,No heating
5151,26.0,-2.6,No heating
5152,23.4,-2.34,No heating
5153,21.06,-2.106,No heating
5154,18.954,-1.8954000000000002,Heating
5155,17.058600000000002,8.941399999999998,Heating
5156,26.0,0.0,No heating
5157,26.0,-2.6,No heating
5158,23.4,-2.34,No heating
5159,21.06,-2.106,No heating
5160,18.954,-1.8954000000000002,Heating
5161,17.058600000000002,8.941399999999998,Heating
5162,26.0,0.0,No heating
5163,26.0,-2.6,No heating
5164,23.4,-2.34,No heating
5165,21.06,-2.106,No heating
5166,18.954,-1.8954000000000002,Heating
5167,17.058600000000002,8.941399999999998,Heating
5168,26.0,0.0,No heating
5169,26.0,-2.6,No heating
5170,23.4,-2.34,No heating
5171,21.06,-2.106,No heating
5172,18.954,-1.8954000000000002,Heating
5173,17.058600000000002,8.941399999999998,Heating
5174,26.0,0.0,No heating
5175,26.0,-2.6,No heating
5176,23.4,-2.34,No heating
5177,21.06,-2.106,No heating
5178,18.954,-1.8954000000000002,Heating
5179,17.058600000000002,8.941399999999998,Heating
5180,26.0,0.0,No heating
5181,26.0,-2.6,No heating
5182,23.4,-2.34,No heating
5183,21.06,-2.106,No heating
5184,18.954,-1.8954000000000002,Heating
5185,17.058600000000002,8.941399999999998,Heating
5186,26.0,0.0,No heating
5187,26.0,-2.6,No heating
5188,23.4,-2.34,No heating
5189,21.06,-2.106,No heating
5190,18.954,-1.8954000000000002,Heating
5191,17.058600000000002,8.941399999999998,Heating
5192,26.0,0.0,No heating
5193,26.0,-2.6,No heating
5194,23.4,-2.34,No heating
5195,21.06,-2.106,No heating
5196,18.954,-1.8954000000000002,Heating
5197,17.058600000000002,8.941399999999998,Heating
5198,26.0,0.0,No heating
5199,26.0,-2.6,No heating
5200,23.4,-2.34,No heating
5201,21.06,-2.106,No heating
5202,18.954,-1.8954000000000002,Heating
5203,17.058600000000002,8.941399999999998,Heating
5204,26.0,0.0,No heating
5205,26.0,-2.6,No heating
5206,23.4,-2.34,No heating
5207,21.06,-2.106,No heating
5208,18.954,-1.8954000000000002,Heating
5209,17.058600000000002,8.941399999999998,Heating
5210,26.0,0.0,No heating
5211,26.0,-2.6,No heating
5212,23.4,-2.34,No heating
5213,21.06,-2.106,No heating
5214,18.954,-1.8954000000000002,Heating
5215,17.058600000000002,8.941399999999998,Heating
5216,26.0,0.0,No heating
5217,26.0,-2.6,No heating
5218,23.4,-2.34,No heating
5219,21.06,-2.106,No heating
5220,18.954,-1.8954000000000002,Heating
5221,17.058600000000002,8.941399999999998,Heating
5222,26.0,0.0,No heating
5223,26.0,-2.6,No heating
5224,23.4,-2.34,No heating
5225,21.06,-2.106,No heating
5226,18.954,-1.8954000000000002,Heating
5227,17.058600000000002,8.941399999999998,Heating
5228,26.0,0.0,No heating
5229,26.0,-2.6,No heating
5230,23.4,-2.34,No heating
5231,21.06,-2.106,No heating
5232,18.954,-1.8954000000000002,Heating
5233,17.058600000000002,8.941399999999998,Heating
5234,26.0,0.0,No heating
5235,26.0,-2.6,No heating
5236,23.4,-2.34,No heating
5237,21.06,-2.106,No heating
5238,18.954,-1.8954000000000002,Heating
5239,17.058600000000002,8.941399999999998,Heating
5240,26.0,0.0,No heating
5241,26.0,-2.6,No heating
5242,23.4,-2.34,No heating
5243,21.06,-2.106,No heating
5244,18.954,-1.8954000000000002,Heating
5245,17.058600000000002,8.941399999999998,Heating
5246,26.0,0.0,No heating
5247,26.0,-2.6,No heating
5248,23.4,-2.34,No heating
5249,21.06,-2.106,No heating
5250,18.954,-1.8954000000000002,Heating
5251,17.058600000000002,8.941399999999998,Heating
5252,26.0,0.0,No heating
5253,26.0,-2.6,No heating
5254,23.4,-2.34,No heating
5255,21.06,-2.106,No heating
5256,18.954,-1.8954000000000002,Heating
5257,17.058600000000002,8.941399999999998,Heating
5258,26.0,0.0,No heating
5259,26.0,-2.6,No heating
5260,23.4,-2.34,No heating
5261,21.06,-2.106,No heating
5262,18.954,-1.8954000000000002,Heating
5263,17.058600000000002,8.941399999999998,Heating
5264,26.0,0.0,No heating
5265,26.0,-2.6,No heating
5266,23.4,-2.34,No heating
5267,21.06,-2.106,No heating
5268,18.954,-1.8954000000000002,Heating
5269,17.058600000000002,8.941399999999998,Heating
5270,26.0,0.0,No heating
5271,26.0,-2.6,No heating
5272,23.4,-2.34,No heating
5273,21.06,-2.106,No heating
5274,18.954,-1.8954000000000002,Heating
5275,17.058600000000002,8.941399999999998,Heating
5276,26.0,0.0,No heating
5277,26.0,-2.6,No heating
5278,23.4,-2.34,No heating
5279,21.06,-2.106,No heating
5280,18.954,-1.8954000000000002,Heating
5281,17.058600000000002,8.941399999999998,Heating
5282,26.0,0.0,No heating
5283,26.0,-2.6,No heating
5284,23.4,-2.34,No heating
5285,21.06,-2.106,No heating
5286,18.954,-1.8954000000000002,Heating
5287,17.058600000000002,8.941399999999998,Heating
5288,26.0,0.0,No heating
5289,26.0,-2.6,No heating
5290,23.4,-2.34,No heating
5291,21.06,-2.106,No heating
5292,18.954,-1.8954000000000002,Heating
5293,17.058600000000002,8.941399999999998,Heating
5294,26.0,0.0,No heating
5295,26.0,-2.6,No heating
5296,23.4,-2.34,No heating
5297,21.06,-2.106,No heating
5298,18.954,-1.8954000000000002,Heating
5299,17.058600000000002,8.941399999999998,Heating
5300,26.0,0.0,No heating
5301,26.0,-2.6,No heating
5302,23.4,-2.34,No heating
5303,21.06,-2.106,No heating
5304,18.954,-1.8954000000000002,Heating
5305,17.058600000000002,8.941399999999998,Heating
5306,26.0,0.0,No heating
5307,26.0,-2.6,No heating
5308,23.4,-2.34,No heating
5309,21.06,-2.106,No heating
5310,18.954,-1.8954000000000002,Heating
5311,17.058600000000002,8.941399999999998,Heating
5312,26.0,0.0,No heating
5313,26.0,-2.6,No heating
5314,23.4,-2.34,No heating
5315,21.06,-2.106,No heating
5316,18.954,-1.8954000000000002,Heating
5317,17.058600000000002,8.941399999999998,Heating
5318,26.0,0.0,No heating
5319,26.0,-2.6,No heating
5320,23.4,-2.34,No heating
5321,21.06,-2.106,No heating
5322,18.954,-1.8954000000000002,Heating
5323,17.058600000000002,8.941399999999998,Heating
5324,26.0,0.0,No heating
5325,26.0,-2.6,No heating
5326,23.4,-2.34,No heating
5327,21.06,-2.106,No heating
5328,18.954,-1.8954000000000002,Heating
5329,17.058600000000002,8.941399999999998,Heating
5330,26.0,0.0,No heating
5331,26.0,-2.6,No heating
5332,23.4,-2.34,No heating
5333,21.06,-2.106,No heating
5334,18.954,-1.8954000000000002,Heating
5335,17.058600000000002,8.941399999999998,Heating
5336,26.0,0.0,No heating
5337,26.0,-2.6,No heating
5338,23.4,-2.34,No heating
5339,21.06,-2.106,No heating
5340,18.954,-1.8954000000000002,Heating
5341,17.058600000000002,8.941399999999998,Heating
5342,26.0,0.0,No heating
5343,26.0,-2.6,No heating
5344,23.4,-2.34,No heating
5345,21.06,-2.106,No heating
5346,18.954,-1.8954000000000002,Heating
5347,17.058600000000002,8.941399999999998,Heating
5348,26.0,0.0,No heating
5349,26.0,-2.6,No heating
5350,23.4,-2.34,No heating
5351,21.06,-2.106,No heating
5352,18.954,-1.8954000000000002,Heating
5353,17.058600000000002,8.941399999999998,Heating
5354,26.0,0.0,No heating
5355,26.0,-2.6,No heating
5356,23.4,-2.34,No heating
5357,21.06,-2.106,No heating
5358,18.954,-1.8954000000000002,Heating
5359,17.058600000000002,8.941399999999998,Heating
5360,26.0,0.0,No heating
5361,26.0,-2.6,No heating
5362,23.4,-2.34,No heating
5363,21.06,-2.106,No heating
5364,18.954,-1.8954000000000002,Heating
5365,17.058600000000002,8.941399999999998,Heating
5366,26.0,0.0,No heating
5367,26.0,-2.6,No heating
5368,23.4,-2.34,No heating
5369,21.06,-2.106,No heating
5370,18.954,-1.8954000000000002,Heating
5371,17.058600000000002,8.941399999999998,Heating
5372,26.0,0.0,No heating
5373,26.0,-2.6,No heating
5374,23.4,-2.34,No heating
5375,21.06,-2.106,No heating
5376,18.954,-1.8954000000000002,Heating
5377,17.058600000000002,8.941399999999998,Heating
5378,26.0,0.0,No heating
5379,26.0,-2.6,No heating
5380,23.4,-2.34,No heating
5381,21.06,-2.106,No heating
5382,18.954,-1.8954000000000002,Heating
5383,17.058600000000002,8.941399999999998,Heating
5384,26.0,0.0,No heating
5385,26.0,-2.6,No heating
5386,23.4,-2.34,No heating
5387,21.06,-2.106,No heating
5388,18.954,-1.8954000000000002,Heating
5389,17.058600000000002,8.941399999999998,Heating
5390,26.0,0.0,No heating
5391,26.0,-2.6,No heating
5392,23.4,-2.34,No heating
5393,21.06,-2.106,No heating
5394,18.954,-1.8954000000000002,Heating
5395,17.058600000000002,8.941399999999998,Heating
5396,26.0,0.0,No heating
5397,26.0,-2.6,No heating
5398,23.4,-2.34,No heating
5399,21.06,-2.106,No heating
5400,18.954,-1.8954000000000002,Heating
5401,17.058600000000002,8.941399999999998,Heating
5402,26.0,0.0,No heating
5403,26.0,-2.6,No heating
5404,23.4,-2.34,No heating
5405,21.06,-2.106,No heating
5406,18.954,-1.8954000000000002,Heating
5407,17.058600000000002,8.941399999999998,Heating
5408,26.0,0.0,No heating
5409,26.0,-2.6,No heating
5410,23.4,-2.34,No heating
5411,21.06,-2.106,No heating
5412,18.954,-1.8954000000000002,Heating
5413,17.058600000000002,8.941399999999998,Heating
5414,26.0,0.0,No heating
5415,26.0,-2.6,No heating
5416,23.4,-2.34,No heating
5417,21.06,-2.106,No heating
5418,18.954,-1.8954000000000002,Heating
5419,17.058600000000002,8.941399999999998,Heating
5420,26.0,0.0,No heating
5421,26.0,-2.6,No heating
5422,23.4,-2.34,No heating
5423,21.06,-2.106,No heating
5424,18.954,-1.8954000000000002,Heating
5425,17.058600000000002,8.941399999999998,Heating
5426,26.0,0.0,No heating
5427,26.0,-2.6,No heating
5428,23.4,-2.34,No heating
5429,21.06,-2.106,No heating
5430,18.954,-1.8954000000000002,Heating
5431,17.058600000000002,8.941399999999998,Heating
5432,26.0,0.0,No heating
5433,26.0,-2.6,No heating
5434,23.4,-2.34,No heating
5435,21.06,-2.106,No heating
5436,18.954,-1.8954000000000002,Heating
5437,17.058600000000002,8.941399999999998,Heating
5438,26.0,0.0,No heating
5439,26.0,-2.6,No heating
5440,23.4,-2.34,No heating
5441,21.06,-2.106,No heating
5442,18.954,-1.8954000000000002,Heating
5443,17.058600000000002,8.941399999999998,Heating
5444,26.0,0.0,No heating
5445,26.0,-2.6,No heating
5446,23.4,-2.34,No heating
5447,21.06,-2.106,No heating
5448,18.954,-1.8954000000000002,Heating
5449,17.058600000000002,8.941399999999998,Heating
5450,26.0,0.0,No heating
5451,26.0,-2.6,No heating
5452,23.4,-2.34,No heating
5453,21.06,-2.106,No heating
5454,18.954,-1.8954000000000002,Heating
5455,17.058600000000002,8.941399999999998,Heating
5456,26.0,0.0,No heating
5457,26.0,-2.6,No heating
5458,23.4,-2.34,No heating
5459,21.06,-2.106,No heating
5460,18.954,-1.8954000000000002,Heating
5461,17.058600000000002,8.941399999999998,Heating
5462,26.0,0.0,No heating
5463,26.0,-2.6,No heating
5464,23.4,-2.34,No heating
5465,21.06,-2.106,No heating
5466,18.954,-1.8954000000000002,Heating
5467,17.058600000000002,8.941399999999998,Heating
5468,26.0,0.0,No heating
5469,26.0,-2.6,No heating
5470,23.4,-2.34,No heating
5471,21.06,-2.106,No heating
5472,18.954,-1.8954000000000002,Heating
5473,17.058600000000002,8.941399999999998,Heating
5474,26.0,0.0,No heating
5475,26.0,-2.6,No heating
5476,23.4,-2.34,No heating
5477,21.06,-2.106,No heating
5478,18.954,-1.8954000000000002,Heating
5479,17.058600000000002,8.941399999999998,Heating
5480,26.0,0.0,No heating
5481,26.0,-2.6,No heating
5482,23.4,-2.34,No heating
5483,21.06,-2.106,No heating
5484,18.954,-1.8954000000000002,Heating
5485,17.058600000000002,8.941399999999998,Heating
5486,26.0,0.0,No heating
5487,26.0,-2.6,No heating
5488,23.4,-2.34,No heating
5489,21.06,-2.106,No heating
5490,18.954,-1.8954000000000002,Heating
5491,17.058600000000002,8.941399999999998,Heating
