"time","temp","dtemp/dtime","state"
1617,26.0,-2.6,No heating
1618,23.4,-2.34,No heating
1619,21.06,-2.106,No heating
1620,18.954,-1.8954000000000002,Heating
1621,17.058600000000002,8.941399999999998,Heating
1622,26.0,0.0,No heating
1623,26.0,-2.6,No heating
1624,23.4,-2.34,No heating
1625,21.06,-2.106,No heating
1626,18.954,-1.8954000000000002,Heating
1627,17.058600000000002,8.941399999999998,Heating
1628,26.0,0.0,No heating
1629,26.0,-2.6,No heating
1630,23.4,-2.34,No heating
1631,21.06,-2.106,No heating
1632,18.954,-1.8954000000000002,Heating
1633,17.058600000000002,8.941399999999998,Heating
1634,26.0,0.0,No heating
1635,26.0,-2.6,No heating
1636,23.4,-2.34,No heating
1637,21.06,-2.106,No heating
1638,18.954,-1.8954000000000002,Heating
1639,17.058600000000002,8.941399999999998,Heating
1640,26.0,0.0,No heating
1641,26.0,-2.6,No heating
1642,23.4,-2.34,No heating
1643,21.06,-2.106,No heating
1644,18.954,-1.8954000000000002,Heating
1645,17.058600000000002,8.941399999999998,Heating
1646,26.0,0.0,No heating
1647,26.0,-2.6,No heating
1648,23.4,-2.34,No heating
1649,21.06,-2.106,No heating
1650,18.954,-1.8954000000000002,Heating
1651,17.058600000000002,8.941399999999998,Heating
1652,26.0,0.0,No heating
1653,26.0,-2.6,No heating
1654,23.4,-2.34,No heating
1655,21.06,-2.106,No heating
1656,18.954,-1.8954000000000002,Heating
1657,17.058600000000002,8.941399999999998,Heating
1658,26.0,0.0,No heating
1659,26.0,-2.6,No heating
1660,23.4,-2.34,No heating
1661,21.06,-2.106,No heating
1662,18.954,-1.8954000000000002,Heating
1663,17.058600000000002,8.941399999999998,Heating
1664,26.0,0.0,No heating
1665,26.0,-2.6,No heating
1666,23.4,-2.34,No heating
1667,21.06,-2.106,No heating
1668,18.954,-1.8954000000000002,Heating
1669,17.058600000000002,8.941399999999998,Heating
1670,26.0,0.0,No heating
1671,26.0,-2.6,No heating
1672,23.4,-2.34,No heating
1673,21.06,-2.106,No heating
1674,18.954,-1.8954000000000002,Heating
1675,17.058600000000002,8.941399999999998,Heating
1676,26.0,0.0,No heating
1677,26.0,-2.6,No heating
1678,23.4,-2.34,No heating
1679,21.06,-2.106,No heating
1680,18.954,-1.8954000000000002,Heating
1681,17.058600000000002,8.941399999999998,Heating
1682,26.0,0.0,No heating
1683,26.0,-2.6,No heating
1684,23.4,-2.34,No heating
1685,21.06,-2.106,No heating
1686,18.954,-1.8954000000000002,Heating
1687,17.058600000000002,8.941399999999998,Heating
1688,26.0,0.0,No heating
1689,26.0,-2.6,No heating
1690,23.4,-2.34,No heating
1691,21.06,-2.106,No heating
1692,18.954,-1.8954000000000002,Heating
1693,17.058600000000002,8.941399999999998,Heating
1694,26.0,0.0,No heating
1695,26.0,-2.6,No heating
1696,23.4,-2.34,No heating
1697,21.06,-2.106,No heating
1698,18.954,-1.8954000000000002,Heating
1699,17.058600000000002,8.941399999999998,Heating
1700,26.0,0.0,No heating
1701,26.0,-2.6,No heating
1702,23.4,-2.34,No heating
1703,21.06,-2.106,No heating
1704,18.954,-1.8954000000000002,Heating
1705,17.058600000000002,8.941399999999998,Heating
1706,26.0,0.0,No heating
1707,26.0,-2.6,No heating
1708,23.4,-2.34,No heating
1709,21.06,-2.106,No heating
1710,18.954,-1.8954000000000002,Heating
1711,17.058600000000002,8.941399999999998,Heating
1712,26.0,0.0,No heating
1713,26.0,-2.6,No heating
1714,23.4,-2.34,No heating
1715,21.06,-2.106,No heating
1716,18.954,-1.8954000000000002,Heating
1717,17.058600000000002,8.941399999999998,Heating
1718,26.0,0.0,No heating
1719,26.0,-2.6,No heating
1720,23.4,-2.34,No heating
1721,21.06,-2.106,No heating
1722,18.954,-1.8954000000000002,Heating
1723,17.058600000000002,8.941399999999998,Heating
1724,26.0,0.0,No heating
1725,26.0,-2.6,No heating
1726,23.4,-2.34,No heating
1727,21.06,-2.106,No heating
1728,18.954,-1.8954000000000002,Heating
1729,17.058600000000002,8.941399999999998,Heating
1730,26.0,0.0,No heating
1731,26.0,-2.6,No heating
1732,23.4,-2.34,No heating
1733,21.06,-2.106,No heating
1734,18.954,-1.8954000000000002,Heating
1735,17.058600000000002,8.941399999999998,Heating
1736,26.0,0.0,No heating
1737,26.0,-2.6,No heating
1738,23.4,-2.34,No heating
1739,21.06,-2.106,No heating
1740,18.954,-1.8954000000000002,Heating
1741,17.058600000000002,8.941399999999998,Heating
1742,26.0,0.0,No heating
1743,26.0,-2.6,No heating
1744,23.4,-2.34,No heating
1745,21.06,-2.106,No heating
1746,18.954,-1.8954000000000002,Heating
1747,17.058600000000002,8.941399999999998,Heating
1748,26.0,0.0,No heating
1749,26.0,-2.6,No heating
1750,23.4,-2.34,No heating
1751,21.06,-2.106,No heating
1752,18.954,-1.8954000000000002,Heating
1753,17.058600000000002,8.941399999999998,Heating
1754,26.0,0.0,No heating
1755,26.0,-2.6,No heating
1756,23.4,-2.34,No heating
1757,21.06,-2.106,No heating
1758,18.954,-1.8954000000000002,Heating
1759,17.058600000000002,8.941399999999998,Heating
1760,26.0,0.0,No heating
1761,26.0,-2.6,No heating
1762,23.4,-2.34,No heating
1763,21.06,-2.106,No heating
1764,18.954,-1.8954000000000002,Heating
1765,17.058600000000002,8.941399999999998,Heating
1766,26.0,0.0,No heating
1767,26.0,-2.6,No heating
1768,23.4,-2.34,No heating
1769,21.06,-2.106,No heating
1770,18.954,-1.8954000000000002,Heating
1771,17.058600000000002,8.941399999999998,Heating
1772,26.0,0.0,No heating
1773,26.0,-2.6,No heating
1774,23.4,-2.34,No heating
1775,21.06,-2.106,No heating
1776,18.954,-1.8954000000000002,Heating
1777,17.058600000000002,8.941399999999998,Heating
1778,26.0,0.0,No heating
1779,26.0,-2.6,No heating
1780,23.4,-2.34,No heating
1781,21.06,-2.106,No heating
1782,18.954,-1.8954000000000002,Heating
1783,17.058600000000002,8.941399999999998,Heating
1784,26.0,0.0,No heating
1785,26.0,-2.6,No heating
1786,23.4,-2.34,No heating
1787,21.06,-2.106,No heating
1788,18.954,-1.8954000000000002,Heating
1789,17.058600000000002,8.941399999999998,Heating
1790,26.0,0.0,No heating
1791,26.0,-2.6,No heating
1792,23.4,-2.34,No heating
1793,21.06,-2.106,No heating
1794,18.954,-1.8954000000000002,Heating
1795,17.058600000000002,8.941399999999998,Heating
1796,26.0,0.0,No heating
1797,26.0,-2.6,No heating
1798,23.4,-2.34,No heating
1799,21.06,-2.106,No heating
1800,18.954,-1.8954000000000002,Heating
1801,17.058600000000002,8.941399999999998,Heating
1802,26.0,0.0,No heating
1803,26.0,-2.6,No heating
1804,23.4,-2.34,No heating
1805,21.06,-2.106,No heating
1806,18.954,-1.8954000000000002,Heating
1807,17.058600000000002,8.941399999999998,Heating
1808,26.0,0.0,No heating
1809,26.0,-2.6,No heating
1810,23.4,-2.34,No heating
1811,21.06,-2.106,No heating
1812,18.954,-1.8954000000000002,Heating
1813,17.058600000000002,8.941399999999998,Heating
1814,26.0,0.0,No heating
1815,26.0,-2.6,No heating
1816,23.4,-2.34,No heating
1817,21.06,-2.106,No heating
1818,18.954,-1.8954000000000002,Heating
1819,17.058600000000002,8.941399999999998,Heating
1820,26.0,0.0,No heating
1821,26.0,-2.6,No heating
1822,23.4,-2.34,No heating
1823,21.06,-2.106,No heating
1824,18.954,-1.8954000000000002,Heating
1825,17.058600000000002,8.941399999999998,Heating
1826,26.0,0.0,No heating
1827,26.0,-2.6,No heating
1828,23.4,-2.34,No heating
1829,21.06,-2.106,No heating
1830,18.954,-1.8954000000000002,Heating
1831,17.058600000000002,8.941399999999998,Heating
1832,26.0,0.0,No heating
1833,26.0,-2.6,No heating
1834,23.4,-2.34,No heating
1835,21.06,-2.106,No heating
1836,18.954,-1.8954000000000002,Heating
1837,17.058600000000002,8.941399999999998,Heating
1838,26.0,0.0,No heating
1839,26.0,-2.6,No heating
1840,23.4,-2.34,No heating
1841,21.06,-2.106,No heating
1842,18.954,-1.8954000000000002,Heating
1843,17.058600000000002,8.941399999999998,Heating
1844,26.0,0.0,No heating
1845,26.0,-2.6,No heating
1846,23.4,-2.34,No heating
1847,21.06,-2.106,No heating
1848,18.954,-1.8954000000000002,Heating
1849,17.058600000000002,8.941399999999998,Heating
1850,26.0,0.0,No heating
1851,26.0,-2.6,No heating
1852,23.4,-2.34,No heating
1853,21.06,-2.106,No heating
1854,18.954,-1.8954000000000002,Heating
1855,17.058600000000002,8.941399999999998,Heating
1856,26.0,0.0,No heating
1857,26.0,-2.6,No heating
1858,23.4,-2.34,No heating
1859,21.06,-2.106,No heating
1860,18.954,-1.8954000000000002,Heating
1861,17.058600000000002,8.941399999999998,Heating
1862,26.0,0.0,No heating
1863,26.0,-2.6,No heating
1864,23.4,-2.34,No heating
1865,21.06,-2.106,No heating
1866,18.954,-1.8954000000000002,Heating
1867,17.058600000000002,8.941399999999998,Heating
1868,26.0,0.0,No heating
1869,26.0,-2.6,No heating
1870,23.4,-2.34,No heating
1871,21.06,-2.106,No heating
1872,18.954,-1.8954000000000002,Heating
1873,17.058600000000002,8.941399999999998,Heating
1874,26.0,0.0,No heating
1875,26.0,-2.6,No heating
1876,23.4,-2.34,No heating
1877,21.06,-2.106,No heating
1878,18.954,-1.8954000000000002,Heating
1879,17.058600000000002,8.941399999999998,Heating
1880,26.0,0.0,No heating
1881,26.0,-2.6,No heating
1882,23.4,-2.34,No heating
1883,21.06,-2.106,No heating
1884,18.954,-1.8954000000000002,Heating
1885,17.058600000000002,8.941399999999998,Heating
1886,26.0,0.0,No heating
1887,26.0,-2.6,No heating
1888,23.4,-2.34,No heating
1889,21.06,-2.106,No heating
1890,18.954,-1.8954000000000002,Heating
1891,17.058600000000002,8.941399999999998,Heating
1892,26.0,0.0,No heating
1893,26.0,-2.6,No heating
1894,23.4,-2.34,No heating
1895,21.06,-2.106,No heating
1896,18.954,-1.8954000000000002,Heating
1897,17.058600000000002,8.941399999999998,Heating
1898,26.0,0.0,No heating
1899,26.0,-2.6,No heating
1900,23.4,-2.34,No heating
1901,21.06,-2.106,No heating
1902,18.954,-1.8954000000000002,Heating
1903,17.058600000000002,8.941399999999998,Heating
1904,26.0,0.0,No heating
1905,26.0,-2.6,No heating
1906,23.4,-2.34,No heating
1907,21.06,-2.106,No heating
1908,18.954,-1.8954000000000002,Heating
1909,17.058600000000002,8.941399999999998,Heating
1910,26.0,0.0,No heating
1911,26.0,-2.6,No heating
1912,23.4,-2.34,No heating
1913,21.06,-2.106,No heating
1914,18.954,-1.8954000000000002,Heating
1915,17.058600000000002,8.941399999999998,Heating
1916,26.0,0.0,No heating
1917,26.0,-2.6,No heating
1918,23.4,-2.34,No heating
1919,21.06,-2.106,No heating
1920,18.954,-1.8954000000000002,Heating
1921,17.058600000000002,8.941399999999998,Heating
1922,26.0,0.0,No heating
1923,26.0,-2.6,No heating
1924,23.4,-2.34,No heating
1925,21.06,-2.106,No heating
1926,18.954,-1.8954000000000002,Heating
1927,17.058600000000002,8.941399999999998,Heating
1928,26.0,0.0,No heating
1929,26.0,-2.6,No heating
1930,23.4,-2.34,No heating
1931,21.06,-2.106,No heating
1932,18.954,-1.8954000000000002,Heating
1933,17.058600000000002,8.941399999999998,Heating
1934,26.0,0.0,No heating
1935,26.0,-2.6,No heating
1936,23.4,-2.34,No heating
1937,21.06,-2.106,No heating
1938,18.954,-1.8954000000000002,Heating
1939,17.058600000000002,8.941399999999998,Heating
1940,26.0,0.0,No heating
1941,26.0,-2.6,No heating
1942,23.4,-2.34,No heating
1943,21.06,-2.106,No heating
1944,18.954,-1.8954000000000002,Heating
1945,17.058600000000002,8.941399999999998,Heating
1946,26.0,0.0,No heating
1947,26.0,-2.6,No heating
1948,23.4,-2.34,No heating
1949,21.06,-2.106,No heating
1950,18.954,-1.8954000000000002,Heating
1951,17.058600000000002,8.941399999999998,Heating
1952,26.0,0.0,No heating
1953,26.0,-2.6,No heating
1954,23.4,-2.34,No heating
1955,21.06,-2.106,No heating
1956,18.954,-1.8954000000000002,Heating
1957,17.058600000000002,8.941399999999998,Heating
1958,26.0,0.0,No heating
1959,26.0,-2.6,No heating
1960,23.4,-2.34,No heating
1961,21.06,-2.106,No heating
1962,18.954,-1.8954000000000002,Heating
1963,17.058600000000002,8.941399999999998,Heating
1964,26.0,0.0,No heating
1965,26.0,-2.6,No heating
1966,23.4,-2.34,No heating
1967,21.06,-2.106,No heating
1968,18.954,-1.8954000000000002,Heating
1969,17.058600000000002,8.941399999999998,Heating
1970,26.0,0.0,No heating
1971,26.0,-2.6,No heating
1972,23.4,-2.34,No heating
1973,21.06,-2.106,No heating
1974,18.954,-1.8954000000000002,Heating
1975,17.058600000000002,8.941399999999998,Heating
1976,26.0,0.0,No heating
1977,26.0,-2.6,No heating
1978,23.4,-2.34,No heating
1979,21.06,-2.106,No heating
1980,18.954,-1.8954000000000002,Heating
1981,17.058600000000002,8.941399999999998,Heating
1982,26.0,0.0,No heating
1983,26.0,-2.6,No heating
1984,23.4,-2.34,No heating
1985,21.06,-2.106,No heating
1986,18.954,-1.8954000000000002,Heating
1987,17.058600000000002,8.941399999999998,Heating
1988,26.0,0.0,No heating
1989,26.0,-2.6,No heating
1990,23.4,-2.34,No heating
1991,21.06,-2.106,No heating
1992,18.954,-1.8954000000000002,Heating
1993,17.058600000000002,8.941399999999998,Heating
1994,26.0,0.0,No heating
1995,26.0,-2.6,No heating
1996,23.4,-2.34,No heating
1997,21.06,-2.106,No heating
1998,18.954,-1.8954000000000002,Heating
1999,17.058600000000002,8.941399999999998,Heating
2000,26.0,0.0,No heating
2001,26.0,-2.6,No heating
2002,23.4,-2.34,No heating
2003,21.06,-2.106,No heating
2004,18.954,-1.8954000000000002,Heating
2005,17.058600000000002,8.941399999999998,Heating
2006,26.0,0.0,No heating
2007,26.0,-2.6,No heating
2008,23.4,-2.34,No heating
2009,21.06,-2.106,No heating
2010,18.954,-1.8954000000000002,Heating
2011,17.058600000000002,8.941399999999998,Heating
2012,26.0,0.0,No heating
2013,26.0,-2.6,No heating
2014,23.4,-2.34,No heating
2015,21.06,-2.106,No heating
2016,18.954,-1.8954000000000002,Heating
2017,17.058600000000002,8.941399999999998,Heating
2018,26.0,0.0,No heating
2019,26.0,-2.6,No heating
2020,23.4,-2.34,No heating
2021,21.06,-2.106,No heating
2022,18.954,-1.8954000000000002,Heating
2023,17.058600000000002,8.941399999999998,Heating
2024,26.0,0.0,No heating
2025,26.0,-2.6,No heating
2026,23.4,-2.34,No heating
2027,21.06,-2.106,No heating
2028,18.954,-1.8954000000000002,Heating
2029,17.058600000000002,8.941399999999998,Heating
2030,26.0,0.0,No heating
2031,26.0,-2.6,No heating
2032,23.4,-2.34,No heating
2033,21.06,-2.106,No heating
2034,18.954,-1.8954000000000002,Heating
2035,17.058600000000002,8.941399999999998,Heating
2036,26.0,0.0,No heating
2037,26.0,-2.6,No heating
2038,23.4,-2.34,No heating
2039,21.06,-2.106,No heating
2040,18.954,-1.8954000000000002,Heating
2041,17.058600000000002,8.941399999999998,Heating
2042,26.0,0.0,No heating
2043,26.0,-2.6,No heating
2044,23.4,-2.34,No heating
2045,21.06,-2.106,No heating
2046,18.954,-1.8954000000000002,Heating
2047,17.058600000000002,8.941399999999998,Heating
2048,26.0,0.0,No heating
2049,26.0,-2.6,No heating
2050,23.4,-2.34,No heating
2051,21.06,-2.106,No heating
2052,18.954,-1.8954000000000002,Heating
2053,17.058600000000002,8.941399999999998,Heating
2054,26.0,0.0,No heating
2055,26.0,-2.6,No heating
2056,23.4,-2.34,No heating
2057,21.06,-2.106,No heating
2058,18.954,-1.8954000000000002,Heating
2059,17.058600000000002,8.941399999999998,Heating
2060,26.0,0.0,No heating
2061,26.0,-2.6,No heating
2062,23.4,-2.34,No heating
2063,21.06,-2.106,No heating
2064,18.954,-1.8954000000000002,Heating
2065,17.058600000000002,8.941399999999998,Heating
2066,26.0,0.0,No heating
2067,26.0,-2.6,No heating
2068,23.4,-2.34,No heating
2069,21.06,-2.106,No heating
2070,18.954,-1.8954000000000002,Heating
2071,17.058600000000002,8.941399999999998,Heating
2072,26.0,0.0,No heating
2073,26.0,-2.6,No heating
2074,23.4,-2.34,No heating
2075,21.06,-2.106,No heating
2076,18.954,-1.8954000000000002,Heating
2077,17.058600000000002,8.941399999999998,Heating
2078,26.0,0.0,No heating
2079,26.0,-2.6,No heating
2080,23.4,-2.34,No heating
2081,21.06,-2.106,No heating
2082,18.954,-1.8954000000000002,Heating
2083,17.058600000000002,8.941399999999998,Heating
2084,26.0,0.0,No heating
2085,26.0,-2.6,No heating
2086,23.4,-2.34,No heating
2087,21.06,-2.106,No heating
2088,18.954,-1.8954000000000002,Heating
2089,17.058600000000002,8.941399999999998,Heating
2090,26.0,0.0,No heating
2091,26.0,-2.6,No heating
2092,23.4,-2.34,No heating
2093,21.06,-2.106,No heating
2094,18.954,-1.8954000000000002,Heating
2095,17.058600000000002,8.941399999999998,Heating
2096,26.0,0.0,No heating
2097,26.0,-2.6,No heating
2098,23.4,-2.34,No heating
2099,21.06,-2.106,No heating
2100,18.954,-1.8954000000000002,Heating
2101,17.058600000000002,8.941399999999998,Heating
2102,26.0,0.0,No heating
2103,26.0,-2.6,No heating
2104,23.4,-2.34,No heating
2105,21.06,-2.106,No heating
2106,18.954,-1.8954000000000002,Heating
2107,17.058600000000002,8.941399999999998,Heating
2108,26.0,0.0,No heating
2109,26.0,-2.6,No heating
2110,23.4,-2.34,No heating
2111,21.06,-2.106,No heating
2112,18.954,-1.8954000000000002,Heating
2113,17.058600000000002,8.941399999999998,Heating
2114,26.0,0.0,No heating
2115,26.0,-2.6,No heating
2116,23.4,-2.34,No heating
2117,21.06,-2.106,No heating
2118,18.954,-1.8954000000000002,Heating
2119,17.058600000000002,8.941399999999998,Heating
2120,26.0,0.0,No heating
2121,26.0,-2.6,No heating
2122,23.4,-2.34,No heating
2123,21.06,-2.106,No heating
2124,18.954,-1.8954000000000002,Heating
2125,17.058600000000002,8.941399999999998,Heating
2126,26.0,0.0,No heating
2127,26.0,-2.6,No heating
2128,23.4,-2.34,No heating
2129,21.06,-2.106,No heating
2130,18.954,-1.8954000000000002,Heating
2131,17.058600000000002,8.941399999999998,Heating
2132,26.0,0.0,No heating
2133,26.0,-2.6,No heating
2134,23.4,-2.34,No heating
2135,21.06,-2.106,No heating
2136,18.954,-1.8954000000000002,Heating
2137,17.058600000000002,8.941399999999998,Heating
2138,26.0,0.0,No heating
2139,26.0,-2.6,No heating
2140,23.4,-2.34,No heating
2141,21.06,-2.106,No heating
2142,18.954,-1.8954000000000002,Heating
2143,17.058600000000002,8.941399999999998,Heating
2144,26.0,0.0,No heating
2145,26.0,-2.6,No heating
2146,23.4,-2.34,No heating
2147,21.06,-2.106,No heating
2148,18.954,-1.8954000000000002,Heating
2149,17.058600000000002,8.941399999999998,Heating
2150,26.0,0.0,No heating
2151,26.0,-2.6,No heating
2152,23.4,-2.34,No heating
2153,21.06,-2.106,No heating
2154,18.954,-1.8954000000000002,Heating
2155,17.058600000000002,8.941399999999998,Heating
2156,26.0,0.0,No heating
2157,26.0,-2.6,No heating
2158,23.4,-2.34,No heating
2159,21.06,-2.106,No heating
2160,18.954,-1.8954000000000002,Heating
2161,17.058600000000002,8.941399999999998,Heating
2162,26.0,0.0,No heating
2163,26.0,-2.6,No heating
2164,23.4,-2.34,No heating
2165,21.06,-2.106,No heating
2166,18.954,-1.8954000000000002,Heating
2167,17.058600000000002,8.941399999999998,Heating
2168,26.0,0.0,No heating
2169,26.0,-2.6,No heating
2170,23.4,-2.34,No heating
2171,21.06,-2.106,No heating
2172,18.954,-1.8954000000000002,Heating
2173,17.058600000000002,8.941399999999998,Heating
2174,26.0,0.0,No heating
2175,26.0,-2.6,No heating
2176,23.4,-2.34,No heating
2177,21.06,-2.106,No heating
2178,18.954,-1.8954000000000002,Heating
2179,17.058600000000002,8.941399999999998,Heating
2180,26.0,0.0,No heating
2181,26.0,-2.6,No heating
2182,23.4,-2.34,No heating
2183,21.06,-2.106,No heating
2184,18.954,-1.8954000000000002,Heating
2185,17.058600000000002,8.941399999999998,Heating
2186,26.0,0.0,No heating
2187,26.0,-2.6,No heating
2188,23.4,-2.34,No heating
2189,21.06,-2.106,No heating
2190,18.954,-1.8954000000000002,Heating
2191,17.058600000000002,8.941399999999998,Heating
2192,26.0,0.0,No heating
2193,26.0,-2.6,No heating
2194,23.4,-2.34,No heating
2195,21.06,-2.106,No heating
2196,18.954,-1.8954000000000002,Heating
2197,17.058600000000002,8.941399999999998,Heating
2198,26.0,0.0,No heating
2199,26.0,-2.6,No heating
2200,23.4,-2.34,No heating
2201,21.06,-2.106,No heating
2202,18.954,-1.8954000000000002,Heating
2203,17.058600000000002,8.941399999999998,Heating
2204,26.0,0.0,No heating
2205,26.0,-2.6,No heating
2206,23.4,-2.34,No heating
2207,21.06,-2.106,No heating
2208,18.954,-1.8954000000000002,Heating
2209,17.058600000000002,8.941399999999998,Heating
2210,26.0,0.0,No heating
2211,26.0,-2.6,No heating
2212,23.4,-2.34,No heating
2213,21.06,-2.106,No heating
2214,18.954,-1.8954000000000002,Heating
2215,17.058600000000002,8.941399999999998,Heating
2216,26.0,0.0,No heating
2217,26.0,-2.6,No heating
2218,23.4,-2.34,No heating
2219,21.06,-2.106,No heating
2220,18.954,-1.8954000000000002,Heating
2221,17.058600000000002,8.941399999999998,Heating
2222,26.0,0.0,No heating
2223,26.0,-2.6,No heating
2224,23.4,-2.34,No heating
2225,21.06,-2.106,No heating
2226,18.954,-1.8954000000000002,Heating
2227,17.058600000000002,8.941399999999998,Heating
2228,26.0,0.0,No heating
2229,26.0,-2.6,No heating
2230,23.4,-2.34,No heating
2231,21.06,-2.106,No heating
2232,18.954,-1.8954000000000002,Heating
2233,17.058600000000002,8.941399999999998,Heating
2234,26.0,0.0,No heating
2235,26.0,-2.6,No heating
2236,23.4,-2.34,No heating
2237,21.06,-2.106,No heating
2238,18.954,-1.8954000000000002,Heating
2239,17.058600000000002,8.941399999999998,Heating
2240,26.0,0.0,No heating
2241,26.0,-2.6,No heating
2242,23.4,-2.34,No heating
2243,21.06,-2.106,No heating
2244,18.954,-1.8954000000000002,Heating
2245,17.058600000000002,8.941399999999998,Heating
2246,26.0,0.0,No heating
2247,26.0,-2.6,No heating
2248,23.4,-2.34,No heating
2249,21.06,-2.106,No heating
2250,18.954,-1.8954000000000002,Heating
2251,17.058600000000002,8.941399999999998,Heating
2252,26.0,0.0,No heating
2253,26.0,-2.6,No heating
2254,23.4,-2.34,No heating
2255,21.06,-2.106,No heating
2256,18.954,-1.8954000000000002,Heating
2257,17.058600000000002,8.941399999999998,Heating
2258,26.0,0.0,No heating
2259,26.0,-2.6,No heating
2260,23.4,-2.34,No heating
2261,21.06,-2.106,No heating
2262,18.954,-1.8954000000000002,Heating
2263,17.058600000000002,8.941399999999998,Heating
2264,26.0,0.0,No heating
2265,26.0,-2.6,No heating
2266,23.4,-2.34,No heating
2267,21.06,-2.106,No heating
2268,18.954,-1.8954000000000002,Heating
2269,17.058600000000002,8.941399999999998,Heating
2270,26.0,0.0,No heating
2271,26.0,-2.6,No heating
2272,23.4,-2.34,No heating
2273,21.06,-2.106,No heating
2274,18.954,-1.8954000000000002,Heating
2275,17.058600000000002,8.941399999999998,Heating
2276,26.0,0.0,No heating
2277,26.0,-2.6,No heating
2278,23.4,-2.34,No heating
2279,21.06,-2.106,No heating
2280,18.954,-1.8954000000000002,Heating
2281,17.058600000000002,8.941399999999998,Heating
2282,26.0,0.0,No heating
2283,26.0,-2.6,No heating
2284,23.4,-2.34,No heating
2285,21.06,-2.106,No heating
2286,18.954,-1.8954000000000002,Heating
2287,17.058600000000002,8.941399999999998,Heating
2288,26.0,0.0,No heating
2289,26.0,-2.6,No heating
2290,23.4,-2.34,No heating
2291,21.06,-2.106,No heating
2292,18.954,-1.8954000000000002,Heating
2293,17.058600000000002,8.941399999999998,Heating
2294,26.0,0.0,No heating
2295,26.0,-2.6,No heating
2296,23.4,-2.34,No heating
2297,21.06,-2.106,No heating
2298,18.954,-1.8954000000000002,Heating
2299,17.058600000000002,8.941399999999998,Heating
2300,26.0,0.0,No heating
2301,26.0,-2.6,No heating
2302,23.4,-2.34,No heating
2303,21.06,-2.106,No heating
2304,18.954,-1.8954000000000002,Heating
2305,17.058600000000002,8.941399999999998,Heating
2306,26.0,0.0,No heating
2307,26.0,-2.6,No heating
2308,23.4,-2.34,No heating
2309,21.06,-2.106,No heating
2310,18.954,-1.8954000000000002,Heating
2311,17.058600000000002,8.941399999999998,Heating
2312,26.0,0.0,No heating
2313,26.0,-2.6,No heating
2314,23.4,-2.34,No heating
2315,21.06,-2.106,No heating
2316,18.954,-1.8954000000000002,Heating
2317,17.058600000000002,8.941399999999998,Heating
2318,26.0,0.0,No heating
2319,26.0,-2.6,No heating
2320,23.4,-2.34,No heating
2321,21.06,-2.106,No heating
2322,18.954,-1.8954000000000002,Heating
2323,17.058600000000002,8.941399999999998,Heating
2324,26.0,0.0,No heating
2325,26.0,-2.6,No heating
2326,23.4,-2.34,No heating
2327,21.06,-2.106,No heating
2328,18.954,-1.8954000000000002,Heating
2329,17.058600000000002,8.941399999999998,Heating
2330,26.0,0.0,No heating
2331,26.0,-2.6,No heating
2332,23.4,-2.34,No heating
2333,21.06,-2.106,No heating
2334,18.954,-1.8954000000000002,Heating
2335,17.058600000000002,8.941399999999998,Heating
2336,26.0,0.0,No heating
2337,26.0,-2.6,No heating
2338,23.4,-2.34,No heating
2339,21.06,-2.106,No heating
2340,18.954,-1.8954000000000002,Heating
2341,17.058600000000002,8.941399999999998,Heating
2342,26.0,0.0,No heating
2343,26.0,-2.6,No heating
2344,23.4,-2.34,No heating
2345,21.06,-2.106,No heating
2346,18.954,-1.8954000000000002,Heating
2347,17.058600000000002,8.941399999999998,Heating
2348,26.0,0.0,No heating
2349,26.0,-2.6,No heating
2350,23.4,-2.34,No heating
2351,21.06,-2.106,No heating
2352,18.954,-1.8954000000000002,Heating
2353,17.058600000000002,8.941399999999998,Heating
2354,26.0,0.0,No heating
2355,26.0,-2.6,No heating
2356,23.4,-2.34,No heating
2357,21.06,-2.106,No heating
2358,18.954,-1.8954000000000002,Heating
2359,17.058600000000002,8.941399999999998,Heating
2360,26.0,0.0,No heating
2361,26.0,-2.6,No heating
2362,23.4,-2.34,No heating
2363,21.06,-2.106,No heating
2364,18.954,-1.8954000000000002,Heating
2365,17.058600000000002,8.941399999999998,Heating
2366,26.0,0.0,No heating
2367,26.0,-2.6,No heating
2368,23.4,-2.34,No heating
2369,21.06,-2.106,No heating
2370,18.954,-1.8954000000000002,Heating
2371,17.058600000000002,8.941399999999998,Heating
2372,26.0,0.0,No heating
2373,26.0,-2.6,No heating
2374,23.4,-2.34,No heating
2375,21.06,-2.106,No heating
2376,18.954,-1.8954000000000002,Heating
2377,17.058600000000002,8.941399999999998,Heating
2378,26.0,0.0,No heating
2379,26.0,-2.6,No heating
2380,23.4,-2.34,No heating
2381,21.06,-2.106,No heating
2382,18.954,-1.8954000000000002,Heating
2383,17.058600000000002,8.941399999999998,Heating
2384,26.0,0.0,No heating
2385,26.0,-2.6,No heating
2386,23.4,-2.34,No heating
2387,21.06,-2.106,No heating
2388,18.954,-1.8954000000000002,Heating
2389,17.058600000000002,8.941399999999998,Heating
2390,26.0,0.0,No heating
2391,26.0,-2.6,No heating
2392,23.4,-2.34,No heating
2393,21.06,-2.106,No heating
2394,18.954,-1.8954000000000002,Heating
2395,17.058600000000002,8.941399999999998,Heating
2396,26.0,0.0,No heating
2397,26.0,-2.6,No heating
2398,23.4,-2.34,No heating
2399,21.06,-2.106,No heating
2400,18.954,-1.8954000000000002,Heating
